run_id,source_file,experiment_label,problem_id,base_function,seed,fe_used,budget_match_status,historical_final_error,paper_reported_mean,paper_reported_std,better_than_paper_reported,offline_error_delta_vs_paper,runtime_dispatch_allowed,comparison_role
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix01_dispatch_phaseii_policy\tfes-2969000\A2\ackley\evaluation_record.txt,mi_arac_action_prefix01_dispatch_phaseii_policy,A2,ackley,,2970000,near_paper_3m_fe,7.872275e+04,7.81E4,9.78E0,0,6.227509e+02,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix01_dispatch_phaseii_policy\tfes-2969000\A3\ackley\evaluation_record.txt,mi_arac_action_prefix01_dispatch_phaseii_policy,A3,ackley,,2970000,near_paper_3m_fe,7.861455e+04,7.86E4,2.09E1,0,1.455019e+01,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix01_dispatch_phaseii_policy\tfes-2969000\A4\ackley\evaluation_record.txt,mi_arac_action_prefix01_dispatch_phaseii_policy,A4,ackley,,2970000,near_paper_3m_fe,7.883191e+04,7.83E4,1.14E1,0,5.319146e+02,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix01_dispatch_phaseii_policy\tfes-2969000\A5\ackley\evaluation_record.txt,mi_arac_action_prefix01_dispatch_phaseii_policy,A5,ackley,,2970000,near_paper_3m_fe,7.856521e+04,7.85E4,2.35E1,0,6.520903e+01,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix01_dispatch_phaseii_policy\tfes-2969000\A6\ackley\evaluation_record.txt,mi_arac_action_prefix01_dispatch_phaseii_policy,A6,ackley,,2970000,near_paper_3m_fe,7.946173e+04,7.80E4,7.06E0,0,1.461731e+03,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix01_dispatch_phaseii_policy\tfes-2969000\R1\rastrigin\evaluation_record.txt,mi_arac_action_prefix01_dispatch_phaseii_policy,R1,rastrigin,,2969000,near_paper_3m_fe,1.375844e+05,1.74E5,8.13E3,1,-3.641562e+04,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix01_dispatch_phaseii_policy\tfes-2969000\R2\rastrigin\evaluation_record.txt,mi_arac_action_prefix01_dispatch_phaseii_policy,R2,rastrigin,,2969000,near_paper_3m_fe,2.675367e+05,3.72E5,5.27E3,1,-1.044633e+05,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix01_dispatch_phaseii_policy\tfes-2969000\S2\schwefel\evaluation_record.txt,mi_arac_action_prefix01_dispatch_phaseii_policy,S2,schwefel,,2969000,near_paper_3m_fe,2.322058e+05,5.58E3,3.21E1,0,2.266258e+05,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix01_dispatch_phaseii_policy\tfes-2970000\A1\ackley\evaluation_record.txt,mi_arac_action_prefix01_dispatch_phaseii_policy,A1,ackley,,2971000,near_paper_3m_fe,7.870333e+04,7.76E4,1.25E1,0,1.103331e+03,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix01_dispatch_phaseii_policy\tfes-2970000\A2\ackley\evaluation_record.txt,mi_arac_action_prefix01_dispatch_phaseii_policy,A2,ackley,,2971000,near_paper_3m_fe,7.875458e+04,7.81E4,9.78E0,0,6.545850e+02,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix01_dispatch_phaseii_policy\tfes-2970000\A3\ackley\evaluation_record.txt,mi_arac_action_prefix01_dispatch_phaseii_policy,A3,ackley,,2971000,near_paper_3m_fe,7.883862e+04,7.86E4,2.09E1,0,2.386175e+02,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix01_dispatch_phaseii_policy\tfes-2970000\A4\ackley\evaluation_record.txt,mi_arac_action_prefix01_dispatch_phaseii_policy,A4,ackley,,2971000,near_paper_3m_fe,7.866366e+04,7.83E4,1.14E1,0,3.636631e+02,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix01_dispatch_phaseii_policy\tfes-2970000\A5\ackley\evaluation_record.txt,mi_arac_action_prefix01_dispatch_phaseii_policy,A5,ackley,,2971000,near_paper_3m_fe,7.871994e+04,7.85E4,2.35E1,0,2.199430e+02,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix01_dispatch_phaseii_policy\tfes-2970000\A6\ackley\evaluation_record.txt,mi_arac_action_prefix01_dispatch_phaseii_policy,A6,ackley,,2971000,near_paper_3m_fe,7.950086e+04,7.80E4,7.06E0,0,1.500856e+03,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix01_dispatch_phaseii_policy\tfes-2970000\E1\elliptic\evaluation_record.txt,mi_arac_action_prefix01_dispatch_phaseii_policy,E1,elliptic,,2970000,near_paper_3m_fe,4.083458e+05,2.84E6,2.35E5,1,-2.431654e+06,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix01_dispatch_phaseii_policy\tfes-2970000\E2\elliptic\evaluation_record.txt,mi_arac_action_prefix01_dispatch_phaseii_policy,E2,elliptic,,2970000,near_paper_3m_fe,3.401617e+06,6.87E6,4.73E4,1,-3.468383e+06,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix01_dispatch_phaseii_policy\tfes-2970000\E3\elliptic\evaluation_record.txt,mi_arac_action_prefix01_dispatch_phaseii_policy,E3,elliptic,,2970000,near_paper_3m_fe,1.287623e+07,1.60E7,5.62E5,1,-3.123769e+06,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix01_dispatch_phaseii_policy\tfes-2970000\E4\elliptic\evaluation_record.txt,mi_arac_action_prefix01_dispatch_phaseii_policy,E4,elliptic,,2970000,near_paper_3m_fe,2.029515e+07,2.26E7,3.04E5,1,-2.304853e+06,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix01_dispatch_phaseii_policy\tfes-2970000\E5\elliptic\evaluation_record.txt,mi_arac_action_prefix01_dispatch_phaseii_policy,E5,elliptic,,2970000,near_paper_3m_fe,1.684334e+07,7.76E6,2.13E5,0,9.083341e+06,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix01_dispatch_phaseii_policy\tfes-2970000\R1\rastrigin\evaluation_record.txt,mi_arac_action_prefix01_dispatch_phaseii_policy,R1,rastrigin,,2971000,near_paper_3m_fe,1.375464e+05,1.74E5,8.13E3,1,-3.645363e+04,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix01_dispatch_phaseii_policy\tfes-2970000\R2\rastrigin\evaluation_record.txt,mi_arac_action_prefix01_dispatch_phaseii_policy,R2,rastrigin,,2971000,near_paper_3m_fe,1.953551e+05,3.72E5,5.27E3,1,-1.766449e+05,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix01_dispatch_phaseii_policy\tfes-2970000\R3\rastrigin\evaluation_record.txt,mi_arac_action_prefix01_dispatch_phaseii_policy,R3,rastrigin,,2970000,near_paper_3m_fe,5.793298e+05,5.06E5,7.26E3,0,7.332980e+04,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix01_dispatch_phaseii_policy\tfes-2970000\R5\rastrigin\evaluation_record.txt,mi_arac_action_prefix01_dispatch_phaseii_policy,R5,rastrigin,,2970000,near_paper_3m_fe,1.013741e+06,6.84E5,5.76E3,0,3.297409e+05,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix01_dispatch_phaseii_policy\tfes-2970000\R6\rastrigin\evaluation_record.txt,mi_arac_action_prefix01_dispatch_phaseii_policy,R6,rastrigin,,2970000,near_paper_3m_fe,1.003215e+06,8.15E5,2.30E4,0,1.882151e+05,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix01_dispatch_phaseii_policy\tfes-2970000\S1\schwefel\evaluation_record.txt,mi_arac_action_prefix01_dispatch_phaseii_policy,S1,schwefel,,2970000,near_paper_3m_fe,3.170804e+01,1.92E-3,3.82E-4,0,3.170612e+01,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix01_dispatch_phaseii_policy\tfes-2970000\S2\schwefel\evaluation_record.txt,mi_arac_action_prefix01_dispatch_phaseii_policy,S2,schwefel,,2971000,near_paper_3m_fe,8.128161e+04,5.58E3,3.21E1,0,7.570161e+04,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix01_dispatch_phaseii_policy\tfes-2970000\S3\schwefel\evaluation_record.txt,mi_arac_action_prefix01_dispatch_phaseii_policy,S3,schwefel,,2970000,near_paper_3m_fe,1.356188e+05,9.72E3,4.75E1,0,1.258988e+05,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix05_dispatch_phaseii_policy\tfes-2849000\A1\ackley\evaluation_record.txt,mi_arac_action_prefix05_dispatch_phaseii_policy,A1,ackley,,2850000,non_3m_fe,7.870333e+04,7.76E4,1.25E1,0,1.103331e+03,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix05_dispatch_phaseii_policy\tfes-2849000\A2\ackley\evaluation_record.txt,mi_arac_action_prefix05_dispatch_phaseii_policy,A2,ackley,,2850000,non_3m_fe,7.876486e+04,7.81E4,9.78E0,0,6.648586e+02,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix05_dispatch_phaseii_policy\tfes-2849000\A3\ackley\evaluation_record.txt,mi_arac_action_prefix05_dispatch_phaseii_policy,A3,ackley,,2850000,non_3m_fe,7.856189e+04,7.86E4,2.09E1,1,-3.811057e+01,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix05_dispatch_phaseii_policy\tfes-2849000\R1\rastrigin\evaluation_record.txt,mi_arac_action_prefix05_dispatch_phaseii_policy,R1,rastrigin,,2850000,non_3m_fe,1.443758e+05,1.74E5,8.13E3,1,-2.962425e+04,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix05_dispatch_phaseii_policy\tfes-2849000\R2\rastrigin\evaluation_record.txt,mi_arac_action_prefix05_dispatch_phaseii_policy,R2,rastrigin,,2850000,non_3m_fe,2.680402e+05,3.72E5,5.27E3,1,-1.039598e+05,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix05_dispatch_phaseii_policy\tfes-2849000\R3\rastrigin\evaluation_record.txt,mi_arac_action_prefix05_dispatch_phaseii_policy,R3,rastrigin,,2850000,non_3m_fe,4.769051e+05,5.06E5,7.26E3,1,-2.909487e+04,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix05_dispatch_phaseii_policy\tfes-2849000\S1\schwefel\evaluation_record.txt,mi_arac_action_prefix05_dispatch_phaseii_policy,S1,schwefel,,2849000,non_3m_fe,7.544750e+01,1.92E-3,3.82E-4,0,7.544558e+01,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix05_dispatch_phaseii_policy\tfes-2850000\A1\ackley\evaluation_record.txt,mi_arac_action_prefix05_dispatch_phaseii_policy,A1,ackley,,2851000,non_3m_fe,7.870333e+04,7.76E4,1.25E1,0,1.103331e+03,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix05_dispatch_phaseii_policy\tfes-2850000\A2\ackley\evaluation_record.txt,mi_arac_action_prefix05_dispatch_phaseii_policy,A2,ackley,,2851000,non_3m_fe,7.863792e+04,7.81E4,9.78E0,0,5.379240e+02,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix05_dispatch_phaseii_policy\tfes-2850000\A3\ackley\evaluation_record.txt,mi_arac_action_prefix05_dispatch_phaseii_policy,A3,ackley,,2851000,non_3m_fe,7.883233e+04,7.86E4,2.09E1,0,2.323296e+02,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix05_dispatch_phaseii_policy\tfes-2850000\E1\elliptic\evaluation_record.txt,mi_arac_action_prefix05_dispatch_phaseii_policy,E1,elliptic,,2850000,non_3m_fe,6.693059e+05,2.84E6,2.35E5,1,-2.170694e+06,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix05_dispatch_phaseii_policy\tfes-2850000\E2\elliptic\evaluation_record.txt,mi_arac_action_prefix05_dispatch_phaseii_policy,E2,elliptic,,2850000,non_3m_fe,4.762845e+06,6.87E6,4.73E4,1,-2.107155e+06,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix05_dispatch_phaseii_policy\tfes-2850000\E3\elliptic\evaluation_record.txt,mi_arac_action_prefix05_dispatch_phaseii_policy,E3,elliptic,,2850000,non_3m_fe,1.192582e+07,1.60E7,5.62E5,1,-4.074180e+06,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix05_dispatch_phaseii_policy\tfes-2850000\E5\elliptic\evaluation_record.txt,mi_arac_action_prefix05_dispatch_phaseii_policy,E5,elliptic,,2850000,non_3m_fe,1.632062e+07,7.76E6,2.13E5,0,8.560618e+06,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix05_dispatch_phaseii_policy\tfes-2850000\R1\rastrigin\evaluation_record.txt,mi_arac_action_prefix05_dispatch_phaseii_policy,R1,rastrigin,,2851000,non_3m_fe,1.443753e+05,1.74E5,8.13E3,1,-2.962474e+04,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix05_dispatch_phaseii_policy\tfes-2850000\R2\rastrigin\evaluation_record.txt,mi_arac_action_prefix05_dispatch_phaseii_policy,R2,rastrigin,,2851000,non_3m_fe,2.502749e+05,3.72E5,5.27E3,1,-1.217251e+05,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix05_dispatch_phaseii_policy\tfes-2850000\R3\rastrigin\evaluation_record.txt,mi_arac_action_prefix05_dispatch_phaseii_policy,R3,rastrigin,,2851000,non_3m_fe,5.263994e+05,5.06E5,7.26E3,0,2.039935e+04,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix05_dispatch_phaseii_policy\tfes-2850000\R5\rastrigin\evaluation_record.txt,mi_arac_action_prefix05_dispatch_phaseii_policy,R5,rastrigin,,2850000,non_3m_fe,9.793070e+05,6.84E5,5.76E3,0,2.953070e+05,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix05_dispatch_phaseii_policy\tfes-2850000\R6\rastrigin\evaluation_record.txt,mi_arac_action_prefix05_dispatch_phaseii_policy,R6,rastrigin,,2850000,non_3m_fe,1.170540e+06,8.15E5,2.30E4,0,3.555402e+05,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix05_dispatch_phaseii_policy\tfes-2850000\S1\schwefel\evaluation_record.txt,mi_arac_action_prefix05_dispatch_phaseii_policy,S1,schwefel,,2851000,non_3m_fe,7.481642e+01,1.92E-3,3.82E-4,0,7.481450e+01,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix05_dispatch_phaseii_policy\tfes-2850000\S2\schwefel\evaluation_record.txt,mi_arac_action_prefix05_dispatch_phaseii_policy,S2,schwefel,,2850000,non_3m_fe,6.072989e+03,5.58E3,3.21E1,0,4.929888e+02,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix05_dispatch_phaseii_policy\tfes-2850000\S3\schwefel\evaluation_record.txt,mi_arac_action_prefix05_dispatch_phaseii_policy,S3,schwefel,,2850000,non_3m_fe,1.298940e+05,9.72E3,4.75E1,0,1.201740e+05,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix10_dispatch_phaseii_policy\tfes-2699000\A1\ackley\evaluation_record.txt,mi_arac_action_prefix10_dispatch_phaseii_policy,A1,ackley,,2700000,non_3m_fe,7.870333e+04,7.76E4,1.25E1,0,1.103331e+03,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix10_dispatch_phaseii_policy\tfes-2699000\A2\ackley\evaluation_record.txt,mi_arac_action_prefix10_dispatch_phaseii_policy,A2,ackley,,2700000,non_3m_fe,7.863633e+04,7.81E4,9.78E0,0,5.363319e+02,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix10_dispatch_phaseii_policy\tfes-2699000\R1\rastrigin\evaluation_record.txt,mi_arac_action_prefix10_dispatch_phaseii_policy,R1,rastrigin,,2700000,non_3m_fe,1.444085e+05,1.74E5,8.13E3,1,-2.959146e+04,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix10_dispatch_phaseii_policy\tfes-2700000\A1\ackley\evaluation_record.txt,mi_arac_action_prefix10_dispatch_phaseii_policy,A1,ackley,,2701000,non_3m_fe,7.870333e+04,7.76E4,1.25E1,0,1.103331e+03,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix10_dispatch_phaseii_policy\tfes-2700000\A2\ackley\evaluation_record.txt,mi_arac_action_prefix10_dispatch_phaseii_policy,A2,ackley,,2701000,non_3m_fe,7.871127e+04,7.81E4,9.78E0,0,6.112739e+02,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix10_dispatch_phaseii_policy\tfes-2700000\E1\elliptic\evaluation_record.txt,mi_arac_action_prefix10_dispatch_phaseii_policy,E1,elliptic,,2700000,non_3m_fe,1.142704e+06,2.84E6,2.35E5,1,-1.697296e+06,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix10_dispatch_phaseii_policy\tfes-2700000\E2\elliptic\evaluation_record.txt,mi_arac_action_prefix10_dispatch_phaseii_policy,E2,elliptic,,2700000,non_3m_fe,5.472137e+06,6.87E6,4.73E4,1,-1.397863e+06,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix10_dispatch_phaseii_policy\tfes-2700000\E3\elliptic\evaluation_record.txt,mi_arac_action_prefix10_dispatch_phaseii_policy,E3,elliptic,,2700000,non_3m_fe,1.754829e+07,1.60E7,5.62E5,0,1.548293e+06,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix10_dispatch_phaseii_policy\tfes-2700000\E4\elliptic\evaluation_record.txt,mi_arac_action_prefix10_dispatch_phaseii_policy,E4,elliptic,,2700000,non_3m_fe,2.634806e+07,2.26E7,3.04E5,0,3.748057e+06,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix10_dispatch_phaseii_policy\tfes-2700000\E5\elliptic\evaluation_record.txt,mi_arac_action_prefix10_dispatch_phaseii_policy,E5,elliptic,,2700000,non_3m_fe,1.396273e+07,7.76E6,2.13E5,0,6.202734e+06,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix10_dispatch_phaseii_policy\tfes-2700000\R1\rastrigin\evaluation_record.txt,mi_arac_action_prefix10_dispatch_phaseii_policy,R1,rastrigin,,2701000,non_3m_fe,1.444083e+05,1.74E5,8.13E3,1,-2.959167e+04,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix10_dispatch_phaseii_policy\tfes-2700000\R3\rastrigin\evaluation_record.txt,mi_arac_action_prefix10_dispatch_phaseii_policy,R3,rastrigin,,2700000,non_3m_fe,7.955794e+05,5.06E5,7.26E3,0,2.895794e+05,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix10_dispatch_phaseii_policy\tfes-2700000\R5\rastrigin\evaluation_record.txt,mi_arac_action_prefix10_dispatch_phaseii_policy,R5,rastrigin,,2700000,non_3m_fe,9.358130e+05,6.84E5,5.76E3,0,2.518130e+05,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix10_dispatch_phaseii_policy\tfes-2700000\R6\rastrigin\evaluation_record.txt,mi_arac_action_prefix10_dispatch_phaseii_policy,R6,rastrigin,,2700000,non_3m_fe,1.300435e+06,8.15E5,2.30E4,0,4.854347e+05,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix10_fallback_policy\E6\elliptic\evaluation_record.txt,mi_arac_action_prefix10_fallback_policy,E6,elliptic,,2700000,non_3m_fe,2.706738e+07,4.32E7,1.94E5,1,-1.613262e+07,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix10_fallback_policy\R2\rastrigin\evaluation_record.txt,mi_arac_action_prefix10_fallback_policy,R2,rastrigin,,2701000,non_3m_fe,2.926437e+05,3.72E5,5.27E3,1,-7.935633e+04,0,offline_historical_hcc_main_vs_paper_reported
